1995 SECTION,1995 TITLE,1995 LEVEL,2004 SECTION,2004 TITLE,2004 LEVEL
15700,"HEATING, VENTILATING, AND AIR CONDITIONING EQUIPMENT",2,23 60 00,Central Cooling Equipment,2
15700,"HEATING, VENTILATING, AND AIR CONDITIONING EQUIPMENT",2,23 70 00,Central HVAC Equipment,2
15700,"HEATING, VENTILATING, AND AIR CONDITIONING EQUIPMENT",2,23 80 00,Decentralized HVAC Equipment,2
15710,Heat Exchangers,3,23 57 00,Heat Exchangers for HVAC,2
15710,Steam-to-Water Heat Exchangers,4,23 57 16,Steam-to-Water Heat Exchangers,3
15710,Water-to-Water Heat Exchangers,4,23 57 19,Liquid-to-Liquid Heat Exchangers,3
15720,Air Handling Units,3,23 70 00,Central HVAC Equipment,2
15720,Built-Up Indoor Air Handling Units,4,23 73 23,Custom Indoor Central-Station Air-Handling Units,3
15720,Customized Rooftop Air Handling Units,4,23 75 00,Custom-Packaged Outdoor HVAC Equipment,2
15720,Modular Indoor Air Handling Units,4,23 73 13,Modular Indoor Central-Station Air-Handling Units,3
15720,Modular Rooftop Air Handling Units,4,23 74 00,Packaged Outdoor HVAC Equipment,2
15730,Packaged Air Conditioners,4,23 81 00,Decentralized Unitary HVAC Equipment,2
15730,Packaged Rooftop Air Conditioning Units,4,23 81 00,Decentralized Unitary HVAC Equipment,2
15730,Packaged Rooftop Make-Up Air Conditioning Units,4,23 81 00,Decentralized Unitary HVAC Equipment,2
15730,Packaged Terminal Air Conditioning Units,4,23 81 13,Packaged Terminal Air-Conditioners,3
15730,Room Air Conditioners,4,23 81 16,Room Air-Conditioners,3
15730,Split System Air Conditioning Units,4,23 81 26,Split-System Air-Conditioners,3
15730,Unitary Air Conditioning Equipment,3,23 81 00,Decentralized Unitary HVAC Equipment,2
15740,Air-Source Heat Pumps,4,23 81 43,Air-Source Unitary Heat Pumps,3
15740,Heat Pumps,3,23 81 00,Decentralized Unitary HVAC Equipment,2
15740,Rooftop Heat Pumps,4,23 81 00,Decentralized Unitary HVAC Equipment,2
15740,Water-Source Heat Pumps,4,23 81 46,Water-Source Unitary Heat Pumps,3
15750,Dehumidifiers,4,23 84 16,Dehumidifiers,3
15750,Humidifiers,4,23 84 13,Humidifiers,3
15750,Humidity Control Equipment,3,23 84 00,Humidity Control Equipment,2
15750,Swimming Pool Dehumidification Units,4,23 84 19,Indoor Pool and Ice-Rink Dehumidification Units,3
15760,Air Coils,4,23 82 16,Air Coils,3
15760,Convectors,4,23 82 33,Convectors,3
15760,Fan Coil Units,4,23 82 19,Fan Coil Units,3
15760,Finned-Tube Radiation,4,23 82 36,Finned-Tube Radiation Heaters,3
15760,Induction Units,4,23 82 26,Induction Units,3
15760,Infrared Heaters,4,23 82 00,Convection Heating and Cooling Units,2
15760,Terminal Heating and Cooling Units,3,23 82 00,Convection Heating and Cooling Units,2
15760,Unit Heaters,4,23 82 39,Unit Heaters,3
15760,Unit Ventilators,4,23 82 23,Unit Ventilators,3
15770,Floor-Heating and Snow-Melting Equipment,3,23 83 00,Radiant Heating Units,2
15780,Energy Recovery Equipment,3,23 72 00,Air-to-Air Energy Recovery Equipment,2
15780,Energy Storage Tanks,4,23 71 00,Thermal Storage,2
15780,Heat Pipe,4,23 72 16,Heat-Pipe Air-to-Air Energy-Recovery Equipment,3
15780,Heat Wheels,4,23 72 13,Heat-Wheel Air-to-Air Energy-Recovery Equipment,3
15800,AIR DISTRIBUTION,2,23 30 00,HVAC Air Distribution,2
15810,Duct Hangers and Supports,4,23 31 00,HVAC Ducts and Casings,2
15810,Ducts,3,23 31 00,HVAC Ducts and Casings,2
15810,Fibrous Glass Ducts,4,23 31 16.13,Fibrous-Glass Ducts,4
15810,Flexible Ducts,4,23 33 46,Flexible Ducts,3
15810,Glass-Fiber-Reinforced Plastic Ducts,4,23 31 16.16,Thermoset Fiberglass-Reinforced Plastic Ducts,4
15810,Metal Ducts,4,23 31 13,Metal Ducts,3
15820,Duct Accessories,3,23 33 00,Air Duct Accessories,2
15830,Air Curtains,4,23 34 33,Air Curtains,3
15830,Axial Fans,4,23 34 13,Axial HVAC Fans,3
15830,Ceiling Fans,4,23 34 00,HVAC Fans,2
15830,Centrifugal Fans,4,23 34 16,Centrifugal HVAC Fans,3
15830,Fans,3,23 34 00,HVAC Fans,2
15830,Industrial Ventilating Equipment,4,44 11 00,Air Pollution Control Equipment,2
15830,Power Ventilators,4,23 34 23,HVAC Power Ventilators,3
15840,Air Terminal Units,3,23 36 00,Air Terminal Units,2
15840,Constant Volume,4,23 36 13,Constant-Air-Volume Units,3
15840,Variable Volume Units,4,23 36 16,Variable-Air-Volume Units,3
15850,Air Outlets and Inlets,3,23 37 00,Air Outlets and Inlets,2
15850,"Diffusers, Registers, and Grilles",4,23 37 13,"Diffusers, Registers, and Grilles",3
15850,Gravity Ventilators,4,23 37 23,HVAC Gravity Ventilators,3
15850,Intake and Relief Ventilators,4,23 37 00,Air Outlets and Inlets,2
15850,Penthouse Ventilators,4,23 37 23.16,HVAC Gravity Louvered-Penthouse Ventilators,3
15860,Air Cleaning Devices,3,23 40 00,HVAC Air Cleaning Devices,2
15860,Air Filters,4,23 41 00,Particulate Air Filtration,2
15860,Dust Collectors,4,23 35 13,Sawdust Collection Systems,3
15860,Dust Collectors,4,44 11 16,Industrial Dust Collectors,3
15860,Electronic Air Cleaners,4,23 43 00,Electronic Air Cleaners,2
15860,High-Efficiency Air Filters,4,23 41 33,High-Efficiency Particulate Filtration,3
15860,ULPA Filters,4,23 41 43,Ultra-Low Penetration Filtration,3
15900,HVAC INSTRUMENTATION AND CONTROLS,2,23 09 00,Instrumentation and Control for HVAC,2
15905,HVAC Instrumentation,3,23 09 13,Instrumentation and Control Devices for HVAC,3
15910,Direct Digital Controls,3,23 09 23,Direct-Digital Control System for HVAC,3
15915,Central Control Equipment,4,23 09 33,Electric and Electronic Control System for HVAC,3
15915,Control Panels,4,23 09 33,Electric and Electronic Control System for HVAC,3
15915,Electric and Electronic Control,3,23 09 33,Electric and Electronic Control System for HVAC,3
15915,Terminal Boxes,4,23 09 33,Electric and Electronic Control System for HVAC,3
15920,Pneumatic Controls,3,23 09 43,Pneumatic Control System for HVAC,3
15925,Pneumatic and Electric Controls,3,23 09 53,Pneumatic and Electric Control System for HVAC,3
15930,Self-Powered Controls,3,23 09 00,Instrumentation and Control for HVAC,2
15935,Building Systems Controls,3,25 00 00,Integrated Automation,2
15940,Sequence of Operation,3,23 09 93,Sequence of Operations for HVAC Controls,3
15950,Demonstration of Mechanical Equipment,4,23 08 00,Commissioning of HVAC,2
15950,"Duct Testing, Adjusting, and Balancing",4,23 05 93,"Testing, Adjusting, and Balancing for HVAC",3
15950,"Equipment Testing, Adjusting, and Balancing",4,23 05 93,"Testing, Adjusting, and Balancing for HVAC",3
15950,Mechanical Equipment Starting,4,23 08 00,Commissioning of HVAC,2
15950,"Piping Testing, Adjusting, and Balancing",4,23 05 93,"Testing, Adjusting, and Balancing for HVAC",3
15950,"TESTING, ADJUSTING, AND BALANCING",2,23 05 93,"Testing, Adjusting, and Balancing for HVAC",3
16000,ELECTRICAL,1,26 00 00,Electrical,1
16050,BASIC ELECTRICAL MATERIALS AND METHODS,2,26 05 00,Common Work Results for Electrical,2
16060,Grounding and Bonding,3,26 05 26,Grounding and Bonding for Electrical Systems,3
16070,Hangers and Supports,3,26 05 29,Hangers and Supports for Electrical Systems,3
16070,Seismic Controls,4,26 05 48,Vibration and Seismic Controls for Electrical Systems,3
16075,Electrical Identification,3,26 05 53,Identification for Electrical Systems,3
16080,Electrical Testing,3,26 08 00,Commissioning of Electrical Systems,2
16080,Maintenance Testing,4,26 01 26,Maintenance Testing of Electrical Systems,3
16090,Restoration and Repair,3,26 01 00,Operation and Maintenance of Electrical Systems,2
16100,WIRING METHODS,2,26 05 00,Common Work Results for Electrical,2
16120,Conductors and Cables,3,26 05 13,Medium-Voltage Cables,3
16120,Conductors and Cables,3,26 05 19,Low-Voltage Electrical Power Conductors and Cables,3
16120,Conductors and Cables,3,26 05 23,Control-Voltage Electrical Power Cables,3
16130,Cabinets,4,26 27 16,Electrical Cabinets and Enclosures,3
16130,Conduit and Tubing,4,26 05 33,Raceway and Boxes for Electrical Systems,3
16130,Cutout Boxes,4,26 05 33,Raceway and Boxes for Electrical Systems,
16130,Enclosures,4,26 27 16,Electrical Cabinets and Enclosures,3
16130,Indoor Service Poles,4,26 27 23,Indoor Service Poles,3
16130,Junction Boxes,4,26 05 33,Raceway and Boxes for Electrical Systems,3
16130,Multi-Outlet Assemblies,4,26 27 19,Multi-Outlet Assemblies,3
16130,Outlet Boxes,4,26 05 33,Raceway and Boxes for Electrical Systems,3
16130,Pull Boxes,4,26 05 33,Raceway and Boxes for Electrical Systems,3
16130,Raceway and Boxes,3,26 05 33,Raceway and Boxes for Electrical Systems,3
16130,Surface Raceway,4,26 05 33,Raceway and Boxes for Electrical Systems,3
16130,Wireway and Auxiliary Gutters,4,26 05 33,Raceway and Boxes for Electrical Systems,3
16140,Floor Boxes,4,26 27 26,Wiring Devices,3
16140,Receptacles,4,26 27 26,Wiring Devices,3
16140,Remote-Control Switching Devices,4,26 27 26,Wiring Devices,3
16140,Wall Plates,4,26 27 26,Wiring Devices,3
16140,Wall Switches and Dimmers,4,26 27 26,Wiring Devices,3
16140,Wiring Devices,3,26 27 26,Wiring Devices,3
16150,Wiring Connections,3,26 05 00,Common Work Results for Electrical,2
16200,ELECTRICAL POWER,2,26 30 00,Facility Electrical Power Generating and Storing Equipment,2
16200,ELECTRICAL POWER,2,48 00 00,Electrical Power Generation,2
16210,Electrical Utility Services,3,33 71 73,Electrical Utility Services,3
16220,Motors and Generators,3,26 05 00,Common Work Results for Electrical,2
16230,Engine Generators,4,26 32 13,Engine Generators,3
16230,Frequency Changers,4,26 32 26,Frequency Changers,3
16230,Generator Assemblies,3,26 32 00,Packaged Generator Assemblies,2
16230,Motor Generators,4,26 05 00,Common Work Results for Electrical,2
16230,Rotary Converters,4,26 32 29,Rotary Converters,3
16230,Rotary Uninterruptible Power Units,4,26 32 33,Rotary Uninterruptible Power Units,3
16240,Batteries,4,26 33 13,Batteries,3
16240,Battery Equipment,3,26 33 00,Battery Equipment,2
16240,Battery Racks,4,26 33 16,Battery Racks,3
16240,Battery Units,4,26 33 19,Battery Units,3
16240,Central Battery Equipment,4,26 33 23,Central Battery Equipment,3
16260,Battery Chargers,4,26 33 43,Battery Chargers,3
16260,Direct Current (DC) Drive Controllers,4,26 33 00,Battery Equipment,2
16260,Slip Controllers,4,26 35 36,Slip Controllers,3
16260,Static Frequency Converters,4,26 35 43,Static-Frequency Converters,3
16260,Static Power Converters,3,26 33 33,Static Power Converters,3
16260,Static Uninterruptible Power Supplies,4,26 33 53,Static Uninterruptible Power Supply,3
16260,Variable Frequency Controllers,4,26 29 23,Variable-Frequency Motor Controllers,3
16270,Distribution Transformers,4,26 22 13,Low-Voltage Distribution Transformers,3
16270,Network Transformers,4,26 12 00,Medium-Voltage Transformers,2
16270,Pad-Mounted Transformers,4,26 12 00,Medium-Voltage Transformers,2
16270,Power Transformers,4,26 12 00,Medium-Voltage Transformers,2
16270,Substation Transformers,4,33 73 00,Utility Transformers,2
16270,Transformers,3,26 12 00,Medium-Voltage Transformers,2
16270,Transformers,3,26 22 00,Low-Voltage Transformers,2
16270,Transformers,3,33 73 00,Utility Transformers,2
16280,Capacitors,4,26 35 13,Capacitors,3
16280,Chokes and Inductors,4,26 35 16,Chokes and Inductors,3
16280,Electromagnetic-Interference (EMI) Filters,4,26 35 23,Electromagnetic-Interference Filters,3
16280,Harmonic Filters,4,26 35 26,Harmonic Filters,3
16280,Power Factor Controllers,4,26 35 33,Power Factor Correction Equipment,3
16280,Power Filters and Conditioners,3,26 35 00,Power Filters and Conditioners,2
16280,Radio-Frequency-Interference (RFI) Filters,4,26 35 46,Radio-Frequency-Interference Filters,3
16280,Surge Suppressors,4,26 18 23,Medium-Voltage Surge Arresters,3
16280,Voltage Regulators,4,26 35 53,Voltage Regulators,3
16290,Power Measurement and Control,3,26 09 13,Electrical Power Monitoring and Control,3
16300,TRANSMISSION AND DISTRIBUTION,2,26 10 00,Medium-Voltage Electrical Distribution,2
16300,TRANSMISSION AND DISTRIBUTION,2,26 20 00,Low-Voltage Electrical Distribution,2
16300,TRANSMISSION AND DISTRIBUTION,2,33 71 00,Electrical Utility Transmission and Distribution,2
16310,Arresters,4,33 71 26,Transmission and Distribution Equipment,3
16310,Cutouts,4,33 71 26,Transmission and Distribution Equipment,3
16310,Insulators,4,33 71 23,Insulators and Fittings,3
16310,Line Materials,4,33 71 00,Electrical Utility Transmission and Distribution,2
16310,Supports,4,33 71 00,Electrical Utility Transmission and Distribution,2
16310,Transmission and Distribution Accessories,3,33 71 26,Transmission and Distribution Equipment,3
16320,High-Voltage Circuit Breakers,4,33 75 00,High-Voltage Switchgear and Protection Devices,2
16320,High-Voltage Cutouts,4,33 75 00,High-Voltage Switchgear and Protection Devices,2
16320,High-Voltage Fuses,4,33 75 36,High-Voltage Utility Fuses,3
16320,High-Voltage Lightning Arresters,4,33 75 00,High-Voltage Switchgear and Protection Devices,2
16320,High-Voltage Reclosers,4,33 75 00,High-Voltage Switchgear and Protection Devices,2
16320,High-Voltage Surge Arresters,4,33 75 39,High-Voltage Surge Arresters,3
16320,High-Voltage Switching and Protection,3,33 75 00,High-Voltage Switchgear and Protection Devices,2
16330,Medium-Voltage Circuit Protection Devices,4,26 18 00,Medium-Voltage Circuit Protection Devices,2
16330,Medium-Voltage Cutouts,4,26 18 13,Medium-Voltage Cutouts,3
16330,Medium-Voltage Cutouts,4,33 77 33,Medium-Voltage Utility Cutouts,3
16330,Medium-Voltage Fuses,4,26 18 16,Medium-Voltage Fuses,3
16330,Medium-Voltage Fuses,4,33 77 36,Medium-Voltage Utility Fuses,3
16330,Medium-Voltage Lightning Arresters,4,26 18 19,Medium-Voltage Lightning Arresters,3
16330,Medium-Voltage Reclosers,4,26 18 26,Medium-Voltage Reclosers,3
16330,Medium-Voltage Reclosers,4,33 77 53,Medium-Voltage Utility Reclosers,3
16330,Medium-Voltage Surge Arresters,4,26 18 23,Medium-Voltage Surge Arresters,3
16330,Medium-Voltage Surge Arresters,4,33 77 39,Medium-Voltage Utility Surge Arresters,3
16330,Medium-Voltage Switching and Protection,3,26 13 00,Medium-Voltage Switchgear,2
16330,Medium-Voltage Switching and Protection,3,26 18 00,Medium-Voltage Circuit Protection Devices,2
16330,Medium-Voltage Switching and Protection,3,33 77 00,Medium-Voltage Utility Switchgear and Protection Devices,2
16340,Medium-Voltage Circuit Breaker Switchgear,4,26 13 13,Medium-Voltage Circuit Breaker Switchgear,3
16340,Medium-Voltage Enclosed Bus,4,26 18 29,Medium-Voltage Enclosed Bus,3
16340,Medium-Voltage Enclosed Fuse Cutouts,4,26 18 33,Medium-Voltage Enclosed Fuse Cutouts,3
16340,Medium-Voltage Enclosed Fuses,4,26 18 36,Medium-Voltage Enclosed Fuses,3
16340,Medium-Voltage Fusible Interrupter Switchgear,4,26 13 16,Medium-Voltage Fusible Interrupter Switchgear,3
16340,Medium-Voltage Fusible Interrupter Switchgear,4,33 77 26,Medium-Voltage Utility Fusible Interrupter Switchgear,3
16340,Medium-Voltage Motor Controllers,4,26 18 39,Medium-Voltage Motor Controllers,3
16340,Medium-Voltage Switching and Protection Assemblies,3,26 13 00,Medium-Voltage Switchgear,2
16340,Medium-Voltage Switching and Protection Assemblies,3,26 18 00,Medium-Voltage Circuit Protection Devices,2
16340,Medium-Voltage Vacuum Interrupter Switchgear,4,26 13 19,Medium-Voltage Vacuum Interrupter Switchgear,
16360,Unit Substations,3,26 11 00,Substations,2
16360,Unit Substations,3,33 72 00,Utility Substations,2
16400,LOW-VOLTAGE DISTRIBUTION,2,26 20 00,Low-Voltage Electrical Distribution,2
16410,Enclosed Switches and Circuit Breakers,3,26 28 16,Enclosed Switches and Circuit Breakers,3
16420,Enclosed Controllers,3,26 29 13,Enclosed Controllers,3
16430,Low-Voltage Switchgear,3,26 23 00,Low-Voltage Switchgear,2
16440,"Switchboards, Panelboards, and Control Centers",3,26 24 00,Switchboards and Panelboards,2
16450,Enclosed Bus Assemblies,3,26 25 00,Enclosed Bus Assemblies,2
16460,Low-Voltage Transformers,3,26 22 00,Low-Voltage Transformers,2
16470,Power Distribution Units,3,26 26 00,Power Distribution Units,2
16490,Low-Voltage Distribution Components and Accessories,3,26 27 00,Low-Voltage Distribution Equipment,2
16500,LIGHTING,2,26 50 00,Lighting,2
16510,Interior Luminaires,3,26 51 00,Interior Lighting,2
16520,Area Lighting,4,26 56 23,Area Lighting,3
16520,Aviation Lighting,4,26 56 00,Exterior Lighting,2
16520,Exterior Luminaires,3,26 56 00,Exterior Lighting,2
16520,Flood Lighting,4,26 56 36,Flood Lighting,3
16520,Navigation Lighting,4,26 56 00,Exterior Lighting,2
16520,Parking Lighting,4,26 56 16,Parking Lighting,3
16520,Roadway Lighting,4,26 56 19,Roadway Lighting,3
16520,Site Lighting,4,26 56 29,Site Lighting,3
16520,Sports Lighting,4,26 56 68,Exterior Athletic Lighting,3
16520,Walkway Lighting,4,26 56 33,Walkway Lighting,3
16530,Emergency Lighting,3,26 52 00,Emergency Lighting,2
16540,Classified Location Lighting,3,26 54 00,Classified Location Lighting,2
16550,Detention Lighting,4,26 55 63,Detention Lighting,3
16550,Display Lighting,4,26 55 59,Display Lighting,3
16550,Medical Lighting,4,26 55 70,Healthcare Lighting,3
16550,Outline Lighting,4,26 55 23,Outline Lighting,3
16550,Security Lighting,4,26 55 53,Security Lighting,3
16550,Special-Purpose Lighting,3,26 55 00,Special Purpose Lighting,2
16550,Theatrical Lighting,4,26 55 61,Theatrical Lighting,3
16550,Underwater Lighting,4,26 55 29,Underwater Lighting,3
16560,Hazard Warning Lighting,4,26 55 33,Hazard Warning Lighting,3
16560,Obstruction Lighting,4,26 55 36,Obstruction Lighting,3
16560,Signal Lighting,3,34 41 13,Traffic Signals,3
16560,Signal Lighting,3,34 42 13,Railway Signals,3
16560,Signal Lighting,3,34 43 13,Airfield Signals,3
16560,Signal Lighting,3,34 48 13,Operating Bridge Signals,3
16560,Signal Lighting,3,35 11 13,Signaling Equipment for Waterways,3
16560,Signal Lighting,3,35 12 13,Marine Signaling Equipment,3
16560,Signal Lighting,3,35 13 13,Signaling Equipment for Dams,3
16570,Dimming Control,3,26 09 33,Central Dimming Controls,3
16570,Dimming Control,3,26 09 36,Modular Dimming Controls,3
16570,Dimming Control,3,26 09 43,Network Lighting Controls,3
16580,Lighting Accessories,3,26 50 00,Lighting,2
16590,Lighting Restoration and Repair,3,26 01 50,Operation and Maintenance of Lighting,3
16700,COMMUNICATIONS,2,27 00 00,Communications,2
16710,Communications Circuits,3,27 10 00,Structured Cabling,2
16720,Telephone and Intercommunication Equipment,3,27 30 00,Voice Communications,2
16720,Telephone and Intercommunication Equipment,3,27 50 00,Distributed Communications and Monitoring Systems,2
16720,Telephone and Intercommunication Equipment,3,33 82 00,Communications Distribution,2
16740,Communication and Data Processing Equipment,3,27 20 00,Data Communications,2
